iter	RMSE
169	0.02100702483
170	0.02075688567
171	0.02051994512
172	0.02034688304
173	0.02026298741
174	0.02005918014
175	0.01989921145
176	0.01970720374
177	0.0195709536
178	0.01933804488
179	0.01925800276
180	0.01908144051
181	0.01899029851
182	0.01877553576
183	0.01860354621
184	0.01838135714
185	0.0183164775
186	0.01826997074
187	0.01812564162
188	0.01806580614
189	0.01802317968
190	0.0178901474
191	0.01777039773
192	0.01765749831
193	0.01755752316
194	0.01739651703
195	0.01725276498
196	0.01724017953
197	0.01708708792
198	0.0170441235
199	0.01694654721
200	0.01677424685
201	0.01667484965
202	0.01649361686
203	0.01641103256
204	0.01633639458
205	0.01611565851
206	0.0160792765
207	0.01600625595
208	0.01596117295
209	0.01592005551
210	0.01591383022
211	0.01573647312
212	0.01558117648
213	0.01557620055
214	0.01551932127
215	0.01547345289
216	0.01541506544
217	0.0153845457
218	0.01531222416
219	0.01515567354
220	0.01515018896
221	0.01508888364
222	0.01503214482
223	0.01492657333
224	0.01477323907
225	0.01473554427
226	0.01469625943
227	0.01458031173
228	0.01445765162
229	0.01439792844
230	0.01437447289
231	0.01434284149
232	0.0142889303
233	0.01425904058
234	0.014226023
235	0.0141896865
236	0.01409132717
237	0.0140352663
238	0.01398035971
239	0.01396416604
240	0.01390241495
241	0.01378118064
242	0.01375352851
243	0.01363739364
244	0.01363201235
245	0.01358181626
246	0.01346360539
247	0.01345412702
248	0.01344891044
249	0.01344024119
250	0.0133140631
251	0.01325088095
252	0.01322365019
253	0.0131728177
254	0.01314114654
255	0.01308939884
256	0.01303449342
257	0.01302640249
258	0.0129442316
259	0.01289823997
260	0.01280366175
261	0.01277738097
262	0.01275157637
263	0.01274830438
264	0.01270303685
265	0.01265383251
266	0.01264977505
267	0.01260273173
268	0.01256134007
269	0.01252571083
270	0.01252119073
271	0.01251726431
272	0.01246972899
273	0.01242899044
274	0.01239627285
275	0.01229833802
276	0.0122103785
277	0.0122044534
278	0.01218261175
279	0.01216304658
280	0.01215749577
281	0.01214494799
282	0.01209604853
283	0.01207862112
284	0.01203050734
285	0.01194648947
286	0.01191328938
287	0.01183664691
288	0.0117936117
289	0.01171758993
290	0.01169983281
291	0.01166507707
292	0.01165871959
293	0.01158426053
294	0.01156769336
295	0.01152817337
296	0.01150331815
297	0.01148594023
298	0.01145053686
299	0.01141557337
300	0.01138859626
301	0.01135719471
302	0.01132989843
303	0.01124518291
304	0.01124250086
305	0.0112377041
306	0.01121665669
307	0.01120159727
308	0.01113292643
309	0.0111149369
310	0.0110882996
311	0.01101675428
312	0.01099735259
313	0.01096026404
314	0.01092063694
315	0.01085966677
316	0.01082688394
317	0.01076146611
318	0.0107512852
319	0.010720507
320	0.01070553749
321	0.01068329989
322	0.0106807784
323	0.01067182539
324	0.01065761638
325	0.0106213303
326	0.01059378365
327	0.01056566362
328	0.01054455105
329	0.01052887661
330	0.01052454869
331	0.01048712781
332	0.01047420605
333	0.01045642657
334	0.01043290216
335	0.01038832143
336	0.010366892
337	0.01035829689
338	0.01035361152
339	0.01034026323
340	0.01033685687
341	0.01031640963
342	0.01026078799
343	0.01024258655
344	0.01023521169
345	0.01017814787
346	0.0101753482
347	0.01015940368
348	0.01015679275
349	0.01012909258
350	0.01009807509
351	0.010073265
352	0.01007078588
353	0.01006195436
354	0.01004332232
355	0.01003232953
356	0.01000246915
357	0.009968965078
358	0.009951865061
359	0.009930761242
360	0.009907497033
361	0.009871283044
362	0.009857655772
363	0.009824633992
364	0.009793829329
365	0.009781895631
366	0.009769652073
367	0.009758815628
368	0.009751424389
369	0.009722898834
370	0.009707629619
371	0.009677448703
372	0.009671806567
373	0.009660393554
374	0.009635756793
375	0.009619683646
376	0.009610421088
377	0.009575235853
378	0.009554699557
379	0.009545833225
380	0.009534692161
381	0.009481876245
382	0.009467676033
383	0.00946536973
384	0.009451219782
385	0.009439128803
386	0.009431873182
387	0.009375708555
388	0.009344931765
389	0.009331870062
390	0.009306064934
391	0.009295714327
392	0.009267559696
393	0.009257433873
394	0.009229971905
395	0.009209897806
396	0.009190703151
397	0.009171510823
398	0.00915860904
399	0.009155561166
400	0.009129548664
401	0.009118098495
402	0.009087774117
403	0.009059307243
404	0.009051734932
405	0.009037881921
406	0.009020641705
407	0.009004241539
408	0.008998083593
409	0.008985961491
410	0.008974500051
411	0.008963684245
412	0.008952096627
413	0.008930094288
414	0.008916644039
415	0.008910382893
416	0.008884690362
417	0.008878441952
418	0.00883754654
419	0.008825635692
420	0.008804159318
421	0.008776366659
422	0.00876718764
423	0.008754079115
424	0.008727755331
425	0.008712241518
426	0.008703711784
427	0.00869784057
428	0.008676441384
429	0.008673583556
430	0.008651877883
431	0.008644951649
432	0.008615362581
433	0.008589992388
434	0.008567573855
435	0.008530524585
436	0.008519804398
437	0.008483154692
438	0.008480952053
439	0.008465514862
440	0.008449593708
441	0.008430680962
442	0.008421015979
443	0.008416269827
444	0.008405865085
445	0.008389465868
446	0.008383800198
447	0.008376301908
448	0.008364271524
449	0.008345237708
450	0.008334093077
451	0.008295965575
452	0.008279129685
453	0.008266831919
454	0.008256507458
455	0.008247978029
456	0.00823346393
457	0.008228495467
458	0.008217857903
459	0.008199763419
460	0.008195129811
461	0.008182146909
462	0.00815727078
463	0.008154996102
464	0.0081455395
465	0.008104221861
466	0.008096260136
467	0.008084850076
468	0.008077639758
469	0.008064268995
470	0.008047722933
471	0.008038919967
472	0.008010537216
473	0.00798978903
474	0.007966343759
475	0.007960469291
476	0.007952375307
477	0.007946293203
478	0.007930332365
479	0.007920583222
480	0.007911614685
481	0.007892197584
482	0.007882482878
483	0.007862768319
484	0.00784518714
485	0.007831625552
486	0.007811609769
487	0.007804007459
488	0.00779536082
489	0.007779701912
490	0.00777089663
491	0.007764403209
492	0.007762012141
493	0.007754059022
494	0.007730080091
495	0.007715921339
496	0.007694473861
497	0.007681327221
498	0.007675668504
499	0.007655997753
500	0.007648806014
501	0.007646202987
502	0.007639271081
503	0.007635254726
504	0.007616651284
505	0.007598415649
506	0.007589470452
507	0.007573951758
508	0.007565709708
509	0.007558139315
510	0.007548555021
511	0.00753964246
512	0.007532040238
513	0.007524702371
514	0.007505037693
515	0.007493799222
516	0.007487865394
517	0.00747122454
518	0.00745524321
519	0.007435784229
520	0.007428846678
521	0.007400234279
522	0.007394099137
523	0.007388711295
524	0.007372878635
525	0.007364623803
526	0.007354039729
527	0.007349040162
528	0.007339125579
529	0.007335299255
530	0.007328386912
531	0.00732211503
532	0.007314511766
533	0.007312765174
534	0.007295634259
535	0.007293097367
536	0.007287556562
537	0.007283761837
538	0.007274568318
539	0.007266856593
540	0.007252035878
541	0.007249864412
542	0.007247574004
543	0.007244012148
544	0.007232052448
545	0.007223295662
546	0.007210676736
547	0.007197990491
548	0.007178181008
549	0.007176206345
550	0.007172050054
551	0.007170418968
552	0.007163155159
553	0.007156752559
554	0.007143003394
555	0.007117070324
556	0.007110608864
557	0.007091535069
558	0.007085948423
559	0.007082865366
560	0.00708038044
561	0.007067274734
562	0.007065859234
563	0.007058325104
564	0.007048240106
565	0.007046413425
566	0.007042977209
567	0.007023698109
568	0.007021610363
569	0.007002330893
570	0.007000339391
571	0.006985866352
572	0.006974613991
573	0.006970673487
574	0.006957466645
575	0.006953401149
576	0.006947019395
577	0.006937865839
578	0.006921049529
579	0.006917902366
580	0.00690766845
581	0.006903160369
582	0.00689044481
583	0.006878042527
584	0.006872121495
585	0.006847165176
586	0.006841225461
587	0.006830903726
588	0.006824761185
589	0.006819886825
590	0.006815474821
591	0.006799694013
592	0.006796913882
593	0.006787221683
594	0.006768296568
595	0.00675650693
596	0.006747270697
597	0.006738606316
598	0.00672461994
599	0.006722103267
600	0.006716379618
601	0.006713062672
602	0.00669908505
603	0.006697283488
604	0.00668583453
605	0.006681264994
606	0.006662634321
607	0.006652416811
608	0.006638310817
609	0.006620704093
610	0.006612475215
611	0.006611013008
612	0.006601194414
613	0.006584606445
614	0.006579456243
615	0.006573485754
616	0.006559849302
617	0.006552946401
618	0.006551426735
619	0.006543454536
620	0.006535975772
621	0.006519198632
622	0.006508547508
623	0.00649554448
624	0.006481918318
625	0.006469306407
626	0.006460192587
627	0.006441353467
628	0.00642371609
629	0.006410222412
630	0.006397994328
631	0.006391257045
632	0.006378626648
633	0.006369070731
634	0.006364343883
635	0.006357449492
636	0.006356158069
637	0.006353620906
638	0.006351879587
639	0.00633775987
640	0.006322198797
641	0.006317188537
642	0.006314612875
643	0.006313642814
644	0.006305442832
645	0.006298831093
646	0.006290478966
647	0.006282666052
648	0.006267526157
649	0.006266502274
650	0.006260231593
651	0.006253861707
652	0.006252262364
653	0.006250083261
654	0.006238051068
655	0.006232285606
656	0.006231016634
657	0.006229047396
658	0.006225558564
659	0.006223287905
660	0.006205865311
661	0.006189497677
662	0.006182039508
663	0.006171407665
664	0.00615336867
665	0.006148890424
666	0.0061418845
667	0.006135531525
668	0.006134076393
669	0.006127929576
670	0.006123273388
671	0.006107532126
672	0.006103602531
673	0.006102510826
674	0.006096485526
675	0.006095405661
676	0.006094431049
677	0.006085319164
678	0.006083610935
679	0.006072251932
680	0.006070900476
681	0.006049412391
682	0.006027825228
683	0.006019088568
684	0.006006754051
685	0.005993996855
686	0.005993301317
687	0.005977826617
688	0.005975265042
689	0.005974591636
690	0.005972415097
691	0.00597142435
692	0.00596042073
693	0.005959223446
694	0.005953075246
695	0.005947697432
696	0.005943943782
697	0.005933941826
698	0.005928747576
699	0.005906797882
700	0.005900084952
701	0.005891291575
702	0.005888274704
703	0.005872907412
704	0.00585658758
705	0.005844575142
706	0.005843677492
707	0.005839534966
708	0.0058384745
709	0.005830274881
710	0.005814342896
711	0.00581373413
712	0.005813048113
713	0.005809080112
714	0.005806516948
715	0.005799443373
716	0.005788218471
717	0.005772978844
718	0.005761919678
719	0.005754125942
720	0.00574299396
721	0.005741027733
722	0.00572492467
723	0.005724128389
724	0.005720597501
725	0.00570589472
726	0.005701564731
727	0.005699881553
728	0.005697994682
729	0.005689389003
730	0.005688107185
731	0.005682719194
732	0.00568120286
733	0.005677404832
734	0.005672207762
735	0.005670624785
736	0.005657420287
737	0.005656702603
738	0.005646730616
739	0.005639256175
740	0.005632035209
741	0.005623529487
742	0.005612779841
743	0.005612312875
744	0.005608481979
745	0.005601856109
746	0.005599754323
747	0.00559404979
748	0.005593328891
749	0.005592090248
750	0.005589871187
751	0.005583038471
752	0.005582394618
753	0.005575353086
754	0.005566586958
755	0.005562214588
756	0.005561588735
757	0.005556403548
758	0.005549081779
759	0.005548228844
760	0.005539436235
761	0.005534686096
762	0.005532851871
763	0.005525639319
764	0.005523675161
765	0.005512073347
766	0.005497560959
767	0.005495929926
768	0.005489470348
769	0.005480384002
770	0.005465696597
771	0.00545967602
772	0.005447319274
773	0.005446585533
774	0.005438434536
775	0.005436869351
776	0.005433699328
777	0.005418940044
778	0.005413054051
779	0.005412539231
780	0.005406340625
781	0.005392212018
782	0.005378778535
783	0.005375988945
784	0.005369529099
785	0.005354580978
786	0.005345305722
787	0.00533759929
788	0.005332147213
789	0.005325752449
790	0.005313530717
791	0.005310308108
792	0.005296342903
793	0.005295892553
794	0.005283514602
795	0.005271608842
796	0.00525878014
797	0.00525047421
798	0.005246543984
799	0.005246029304
800	0.0052456817
801	0.005236558075
802	0.005226725422
803	0.005225129787
804	0.005220347061
805	0.005214064471
806	0.005212220929
807	0.005203399148
808	0.005196151668
809	0.005190711282
810	0.005175855863
811	0.005174361207
812	0.005170945858
813	0.005165509649
814	0.005159587796
815	0.005155491961
816	0.005154440038
817	0.005148747186
818	0.005146980834
819	0.005139849167
820	0.005132673354
821	0.005121665451
822	0.005120975034
823	0.005112805814
824	0.005110624973
825	0.005109972296
826	0.005098471036
827	0.005098114605
828	0.005097650204
829	0.005096479012
830	0.005090592323
831	0.005087502537
832	0.005082555344
833	0.005080922128
834	0.005071216753
835	0.005067572821
836	0.005061515162
837	0.005056550263
838	0.005042374527
839	0.005037587436
840	0.005024644757
841	0.005024197357
842	0.005022949207
843	0.005008669491
844	0.004997569504
845	0.004991035701
846	0.004985779899
847	0.004977081687
848	0.00497185077
849	0.004966712804
850	0.004966240802
851	0.004965719368
852	0.004958633621
853	0.004957866632
854	0.004952837137
855	0.004939395242
856	0.004938859308
857	0.004936329211
858	0.004923001061
859	0.004911373265
860	0.004904782486
861	0.004904441523
862	0.004898948573
863	0.004898524379
864	0.004887957896
865	0.004875180616
866	0.004873504026
867	0.004872312806
868	0.004859340815
869	0.004854989503
870	0.004844324678
871	0.004843853333
872	0.004838228659
873	0.004837087537
874	0.004832277176
875	0.004826628763
876	0.004816390082
877	0.004803743021
878	0.004792053001
879	0.004781915741
880	0.004778597647
881	0.00477786379
882	0.00477504685
883	0.004773891879
884	0.004768766217
885	0.004762938148
886	0.004759650349
887	0.004756350763
888	0.004750013196
889	0.004749082629
890	0.004745015826
891	0.004738495853
892	0.004735561652
893	0.004729486569
894	0.004723656516
895	0.004722417455
896	0.004716886176
897	0.004712833062
898	0.004711702064
899	0.004706141582
900	0.004705043634
901	0.00470384378
902	0.004698843222
903	0.004698103883
904	0.004697680073
905	0.004684471201
906	0.004667253251
907	0.004661633701
908	0.004658072075
909	0.004653130404
910	0.004652601921
911	0.004647248874
912	0.004642505794
913	0.004641452446
914	0.004637775561
915	0.004634038622
916	0.004633685302
917	0.00462958957
918	0.004628994008
919	0.004628758754
920	0.004618540167
921	0.004608088563
922	0.004601835755
923	0.004596056981
924	0.004584455266
925	0.004574244545
926	0.004568300755
927	0.004562269609
928	0.004556537288
929	0.00455531784
930	0.004545173816
931	0.00453478475
932	0.004532018616
933	0.004526576371
934	0.004519397782
935	0.004517724774
936	0.00451265559
937	0.004510133564
938	0.004509768984
939	0.004504809874
940	0.004499696132
941	0.004487219048
942	0.00447553294
943	0.004464807669
944	0.004461077386
945	0.004450086815
946	0.004449343189
947	0.004445168198
948	0.004442934218
949	0.004439685527
950	0.004436907015
951	0.004423277599
952	0.004419806214
953	0.004416877403
954	0.004413198418
955	0.004412311434
956	0.004408627422
957	0.004398527503
958	0.00438928386
959	0.004388620512
960	0.004379850874
961	0.004378644683
962	0.00437842326
963	0.004377851068
964	0.004372940879
965	0.00436027567
966	0.004353715892
967	0.004346694094
968	0.004336136261
969	0.004335593122
970	0.004335351658
971	0.004326992076
972	0.004326158546
973	0.004322739595
974	0.00431688278
975	0.004313369425
976	0.004308219308
977	0.004303250467
978	0.004295259006
979	0.00429497486
980	0.004292113543
981	0.004287395209
982	0.004284889984
983	0.004282569519
984	0.004282180321
985	0.004280393035
986	0.004280178312
987	0.004273657676
988	0.004273318454
989	0.004271986118
990	0.004267694431
991	0.004267017685
992	0.004266878902
993	0.004263119297
994	0.004259508998
995	0.004257186967
996	0.004248963876
997	0.00424853956
998	0.004242299941
999	0.004229451341
